0.371875	1
0.284935	0
0.0722433	0
-1.39614	0
0.168461	0
0.117614	0
0.00374588	0
-0.194091	0
0.134748	0
0.25558	0
-0.159324	0
-0.114324	0
0.0886982	0
0.0938111	0
0.299606	0
0.110971	0
0.0822289	0
0.056678	0
-0.983459	0
0.0822454	0
-1.11509	0
0.00102636	0
-1.89383	0
0.339033	0
-0.140221	0
-0.195697	0
0.0559013	0
-0.0400195	0
0.153401	0
-0.345971	0
0.207687	0
0.227667	0
-0.398125	0
-1.06367	0
0.355209	0
0.146122	0
-3.8459	0
-0.378751	0
-0.71248	0
0.323756	0
0.284935	0
0.703239	1
-0.199451	0
-1.47417	0
0.642876	0
-0.161404	0
0.123184	0
-0.123007	0
0.614152	0
0.196572	0
-0.954282	0
-0.453815	0
0.796099	0
-0.355975	0
-0.147186	0
-0.0581398	0
-0.258947	0
-0.694208	0
-1.30561	0
-0.0442673	0
-1.44248	0
-0.209968	0
-1.7151	0
-0.0288761	0
-0.720921	0
-1.14663	0
-0.263023	0
-0.659168	0
-0.147002	0
-1.04253	0
-0.32559	0
0.0179482	0
-1.31149	0
-1.12948	0
0.137051	0
-0.48057	0
-3.24551	0
0.246562	0
-0.243326	0
0.163171	0
0.0722433	0
-0.199451	0
1.10711	1
-1.61371	0
-1.4321	0
-0.498356	0
-1.50518	0
-0.72482	0
-0.26418	0
-1.2665	0
0.729353	0
-1.23393	0
-1.36879	0
0.838172	0
-0.0330617	0
-0.271068	0
0.806904	0
0.51774	0
-1.89412	0
0.715041	0
-2.20301	0
0.77878	0
-3.5058	0
-0.623974	0
-0.827189	0
0.608759	0
0.358245	0
0.463682	0
-0.0982142	0
1.15222	0
0.472473	0
0.0255281	0
0.843698	0
-0.230377	0
0.0768669	0
0.0521651	0
-4.33328	0
-1.13906	0
-1.6559	0
0.3301	0
-1.39614	0
-1.47417	0
-1.61371	0
2.17654	1
-3.33762	0
0.0339652	0
-0.472759	0
0.765688	0
-0.794086	0
-2.18177	0
-3.54844	0
0.496903	0
-3.06604	0
-1.1425	0
-2.61442	0
-0.0201683	0
-3.3872	0
-3.5652	0
1.91088	0
-1.15041	0
2.01789	0
-0.930035	0
1.97055	0
-1.28854	0
0.774969	0
-3.28315	0
-0.137582	0
-4.3963	0
-0.196226	0
-2.35995	0
-2.35314	0
-0.361184	0
-0.794993	0
1.57977	0
-1.84741	0
-0.45095	0
2.42192	0
0.267132	0
0.948421	0
-1.13403	0
0.168461	0
0.642876	0
-1.4321	0
-3.33762	0
2.07063	1
-0.51162	0
0.561159	0
-0.886236	0
0.221935	0
1.29317	0
-1.4574	0
-0.600603	0
1.92252	0
-1.46287	0
0.174166	0
-0.620285	0
-0.674286	0
-0.733901	0
-2.32353	0
-1.15435	0
-2.36198	0
-1.52358	0
-2.5286	0
0.418647	0
-1.26002	0
-1.64803	0
-1.35289	0
-0.531235	0
-0.724966	0
-2.53304	0
-0.605437	0
-0.518124	0
-3.04582	0
-3.59112	0
0.138012	0
-1.05431	0
-5.82475	0
-0.3757	0
-0.980321	0
-0.293569	0
0.117614	0
-0.161404	0
-0.498356	0
0.0339652	0
-0.51162	0
0.618612	1
0.48456	0
0.359341	0
-0.105061	0
0.201633	0
-0.931445	0
0.814206	0
-0.597658	0
-0.132645	0
-0.0964955	0
0.47675	0
-0.899099	0
-0.726053	0
0.575349	0
-0.20667	0
0.545014	0
-0.195969	0
-0.0677462	0
0.487982	0
0.844548	0
-0.752649	0
0.251832	0
-1.13047	0
0.474713	0
-0.884566	0
-0.225087	0
0.376017	0
-0.237548	0
-0.283627	0
0.048933	0
0.499129	0
-1.85296	0
-0.0671577	0
0.0439513	0
0.10247	0
0.00374588	0
0.123184	0
-1.50518	0
-0.472759	0
0.561159	0
0.48456	0
1.14719	1
0.218311	0
0.101803	0
0.899456	0
-2.00025	0
0.910419	0
0.551713	0
-1.08296	0
-0.286721	0
0.286124	0
-1.61784	0
-1.56646	0
0.375223	0
-0.838089	0
0.389547	0
-0.979208	0
